column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,date,fulldate,fulltime,fulldatewithtime
5639,T00184760,A00000627,Debit,Remittance to Another Bank,8228.0,38268.6,Household,Morgan Stanley,23483765,2013,7,6,2013-07-06,2013-07-06,09:58:15,2013-07-06T09:58:15
5640,T00546567,A00001861,Credit,Credit in Cash,15308.0,15808.0,,,,2013,7,6,2013-07-06,2013-07-06,11:22:18,2013-07-06T11:22:18
5641,T00710441,A00002429,Debit,Cash Withdrawal,16900.0,35827.1,,,,2013,7,6,2013-07-06,2013-07-06,08:07:16,2013-07-06T08:07:16
5642,T00804603,A00002741,Credit,Credit in Cash,10300.0,11400.0,,,,2013,7,7,2013-07-07,2013-07-07,12:11:03,2013-07-07T12:11:03
5643,T00802561,A00002736,Credit,Credit in Cash,9408.0,9908.0,,,,2013,7,7,2013-07-07,2013-07-07,15:38:45,2013-07-07T15:38:45
5644,T00655279,A00002241,Credit,Credit in Cash,11584.0,46955.8,,,,2013,7,7,2013-07-07,2013-07-07,12:55:45,2013-07-07T12:55:45
5645,T00695345,A00002378,Debit,Remittance to Another Bank,9612.0,72184.6,Household,Citigroup,1222903,2013,7,7,2013-07-07,2013-07-07,10:57:08,2013-07-07T10:57:08
5646,T02349888,A00007753,Debit,Cash Withdrawal,4109.0,38231.6,,,,2013,7,7,2013-07-07,2013-07-07,16:49:32,2013-07-07T16:49:32
5647,T00023525,A00000078,Credit,Credit in Cash,400.0,400.0,,,,2013,7,7,2013-07-07,2013-07-07,15:52:15,2013-07-07T15:52:15
5648,T00035604,A00000115,Credit,Credit in Cash,7665.0,37519.0,,,,2013,7,7,2013-07-07,2013-07-07,08:04:50,2013-07-07T08:04:50
5649,T00042527,A00000142,Credit,Collection from Another Bank,4555.0,23675.0,Old Age Pension,TD Bank,39513594,2013,7,7,2013-07-07,2013-07-07,16:45:45,2013-07-07T16:45:45
5650,T00039650,A00000128,Debit,Cash Withdrawal,2300.0,20507.8,,,,2013,7,7,2013-07-07,2013-07-07,13:15:22,2013-07-07T13:15:22
5651,T00895069,A00003050,Debit,Cash Withdrawal,22600.0,51203.0,,,,2013,7,7,2013-07-07,2013-07-07,11:06:51,2013-07-07T11:06:51
5652,T00640187,A00002186,Credit,Credit in Cash,1000.0,1000.0,,,,2013,7,7,2013-07-07,2013-07-07,11:54:39,2013-07-07T11:54:39
5653,T01108948,A00003787,Credit,Credit in Cash,20950.0,68689.9,,,,2013,7,7,2013-07-07,2013-07-07,16:57:36,2013-07-07T16:57:36
5654,T01176392,A00004034,Credit,Credit in Cash,5080.0,2170.4,,,,2013,7,7,2013-07-07,2013-07-07,09:00:45,2013-07-07T09:00:45
5655,T00270627,A00000928,Credit,Credit in Cash,6842.0,34745.3,,,,2013,7,7,2013-07-07,2013-07-07,11:34:09,2013-07-07T11:34:09
5656,T00649672,A00002220,Credit,Collection from Another Bank,6153.0,31865.0,Old Age Pension,U.S. Bancorp,42469984,2013,7,7,2013-07-07,2013-07-07,09:39:60,2013-07-07T09:39:60
5657,T00649082,A00002219,Credit,Credit in Cash,23833.0,70645.0,,,,2013,7,7,2013-07-07,2013-07-07,15:35:14,2013-07-07T15:35:14
5658,T01078022,A00003682,Credit,Credit in Cash,8400.0,14829.0,,,,2013,7,7,2013-07-07,2013-07-07,16:14:15,2013-07-07T16:14:15
5659,T01074043,A00003670,Credit,Collection from Another Bank,4442.0,9300.1,Old Age Pension,PNC Financial Services,22552919,2013,7,7,2013-07-07,2013-07-07,16:41:40,2013-07-07T16:41:40
5660,T00144852,A00000485,Debit,Remittance to Another Bank,3572.0,39565.5,Insurance Payment,JPMorgan Chase,20747721,2013,7,7,2013-07-07,2013-07-07,09:57:37,2013-07-07T09:57:37
5661,T00129509,A00000435,Credit,Collection from Another Bank,5039.0,15306.5,Old Age Pension,U.S. Bancorp,22131634,2013,7,7,2013-07-07,2013-07-07,09:10:05,2013-07-07T09:10:05
5662,T00138719,A00000465,Credit,Collection from Another Bank,12785.0,41944.9,,Bank of New York Mellon Corp.,71654224,2013,7,7,2013-07-07,2013-07-07,09:13:18,2013-07-07T09:13:18
5663,T00973059,A00003316,Credit,Credit in Cash,15332.0,49272.3,,,,2013,7,7,2013-07-07,2013-07-07,15:26:02,2013-07-07T15:26:02
5664,T00776047,A00002647,Debit,Remittance to Another Bank,5303.0,23561.3,Household,State Street Corp.,4161513,2013,7,7,2013-07-07,2013-07-07,16:08:31,2013-07-07T16:08:31
5665,T00537954,A00001830,Debit,Remittance to Another Bank,7692.0,41114.5,Household,State Street Corp.,23603689,2013,7,7,2013-07-07,2013-07-07,11:02:41,2013-07-07T11:02:41
5666,T01345142,A00004596,Debit,Cash Withdrawal,42300.0,64177.9,,,,2013,7,7,2013-07-07,2013-07-07,15:07:47,2013-07-07T15:07:47
5667,T00347550,A00001179,Credit,Collection from Another Bank,4212.0,23152.4,Old Age Pension,Charles Schwab Corp.,72322171,2013,7,7,2013-07-07,2013-07-07,15:39:06,2013-07-07T15:39:06
5668,T01234412,A00004225,Credit,Credit in Cash,22119.0,51954.9,,,,2013,7,7,2013-07-07,2013-07-07,13:12:53,2013-07-07T13:12:53
5669,T00826819,A00002817,Credit,Credit in Cash,13672.0,48357.1,,,,2013,7,7,2013-07-07,2013-07-07,12:13:38,2013-07-07T12:13:38
5670,T00128670,A00000432,Credit,Credit in Cash,6991.0,7491.0,,,,2013,7,7,2013-07-07,2013-07-07,14:30:43,2013-07-07T14:30:43
5671,T00148424,A00000496,Credit,Credit in Cash,5404.0,33302.5,,,,2013,7,7,2013-07-07,2013-07-07,11:33:20,2013-07-07T11:33:20
5672,T00148618,A00000496,Debit,Cash Withdrawal,1320.0,31982.5,,,,2013,7,7,2013-07-07,2013-07-07,13:45:23,2013-07-07T13:45:23
5673,T00220348,A00000748,Debit,Cash Withdrawal,6200.0,29334.6,,,,2013,7,7,2013-07-07,2013-07-07,16:58:30,2013-07-07T16:58:30
5674,T00637137,A00002176,Credit,Credit in Cash,40954.0,71267.2,,,,2013,7,7,2013-07-07,2013-07-07,11:30:44,2013-07-07T11:30:44
5675,T02931617,A00009707,Debit,Cash Withdrawal,15729.0,22850.1,,,,2013,7,7,2013-07-07,2013-07-07,10:40:16,2013-07-07T10:40:16
5676,T00541688,A00001843,Credit,Collection from Another Bank,17632.0,56923.2,,TD Bank,76294219,2013,7,7,2013-07-07,2013-07-07,09:26:18,2013-07-07T09:26:18
5677,T00542222,A00001844,Credit,Collection from Another Bank,3242.0,17449.3,,Capital One,42988401,2013,7,7,2013-07-07,2013-07-07,10:45:20,2013-07-07T10:45:20
5678,T01657308,A00005622,Debit,Remittance to Another Bank,6327.0,102204.2,Household,Capital One,24175644,2013,7,7,2013-07-07,2013-07-07,12:36:18,2013-07-07T12:36:18
5679,T00748199,A00002552,Credit,Credit in Cash,17980.0,18980.0,,,,2013,7,7,2013-07-07,2013-07-07,10:34:24,2013-07-07T10:34:24
5680,T01157118,A00003960,Debit,Remittance to Another Bank,3204.0,21331.0,Household,Bank of America,74252974,2013,7,7,2013-07-07,2013-07-07,15:16:26,2013-07-07T15:16:26
5681,T01157930,A00003965,Credit,Collection from Another Bank,14097.0,47337.6,,PNC Financial Services,66315013,2013,7,7,2013-07-07,2013-07-07,08:28:51,2013-07-07T08:28:51
5682,T01271887,A00004350,Credit,Credit in Cash,17565.0,62389.3,,,,2013,7,7,2013-07-07,2013-07-07,08:49:03,2013-07-07T08:49:03
5683,T00327325,A00001118,Credit,Credit in Cash,7538.0,7738.0,,,,2013,7,7,2013-07-07,2013-07-07,14:16:05,2013-07-07T14:16:05
5684,T00681643,A00002327,Credit,Collection from Another Bank,15714.0,16314.0,,Wells Fargo & Co.,98203420,2013,7,7,2013-07-07,2013-07-07,15:34:05,2013-07-07T15:34:05
5685,T00682697,A00002330,Debit,Remittance to Another Bank,601.0,14975.0, ,Citigroup,63786613,2013,7,7,2013-07-07,2013-07-07,13:53:51,2013-07-07T13:53:51
5686,T00682553,A00002330,Credit,Collection from Another Bank,3395.0,15576.0,,Capital One,18759459,2013,7,7,2013-07-07,2013-07-07,09:56:42,2013-07-07T09:56:42
5687,T00258172,A00000885,Credit,Credit in Cash,21038.0,21338.0,,,,2013,7,7,2013-07-07,2013-07-07,14:53:37,2013-07-07T14:53:37
5688,T01068647,A00003651,Credit,Collection from Another Bank,5081.0,26016.6,Old Age Pension,Charles Schwab Corp.,38447165,2013,7,7,2013-07-07,2013-07-07,08:45:04,2013-07-07T08:45:04
5689,T00726724,A00002486,Debit,Cash Withdrawal,7969.0,31387.2,,,,2013,7,7,2013-07-07,2013-07-07,14:16:04,2013-07-07T14:16:04
5690,T00728187,A00002489,Debit,Cash Withdrawal,1300.0,22823.7,,,,2013,7,7,2013-07-07,2013-07-07,11:22:22,2013-07-07T11:22:22
5691,T00703527,A00002411,Credit,Credit in Cash,22183.0,22883.0,,,,2013,7,7,2013-07-07,2013-07-07,11:43:44,2013-07-07T11:43:44
5692,T00565805,A00001926,Debit,Remittance to Another Bank,361.0,24905.2, ,TD Bank,66210120,2013,7,7,2013-07-07,2013-07-07,08:14:38,2013-07-07T08:14:38
5693,T01313243,A00004484,Debit,Cash Withdrawal,16051.0,42349.3,,,,2013,7,7,2013-07-07,2013-07-07,10:57:20,2013-07-07T10:57:20
5694,T01580569,A00005372,Credit,Credit in Cash,4800.0,20000.0,,,,2013,7,7,2013-07-07,2013-07-07,16:26:25,2013-07-07T16:26:25
5695,T02442705,A00008051,Debit,Cash Withdrawal,29100.0,45535.9,,,,2013,7,7,2013-07-07,2013-07-07,10:07:48,2013-07-07T10:07:48
5696,T02434604,A00008027,Credit,Credit in Cash,700.0,700.0,,,,2013,7,7,2013-07-07,2013-07-07,12:52:47,2013-07-07T12:52:47
5697,T00909656,A00003099,Credit,Collection from Another Bank,6019.0,12838.0,Old Age Pension,Bank of America,2445555,2013,7,7,2013-07-07,2013-07-07,13:44:50,2013-07-07T13:44:50
5698,T00486247,A00001658,Credit,Collection from Another Bank,3184.0,7168.0,,Morgan Stanley,35297125,2013,7,7,2013-07-07,2013-07-07,12:58:44,2013-07-07T12:58:44
5699,T00557862,A00001898,Credit,Collection from Another Bank,10266.0,42347.5,,U.S. Bancorp,49335420,2013,7,7,2013-07-07,2013-07-07,13:55:58,2013-07-07T13:55:58
5700,T01028987,A00003514,Credit,Collection from Another Bank,3399.0,18829.5,,Wells Fargo & Co.,67514222,2013,7,7,2013-07-07,2013-07-07,15:16:11,2013-07-07T15:16:11
5701,T00207415,A00000704,Debit,Remittance to Another Bank,1197.0,31311.1, ,Bank of New York Mellon Corp.,96896516,2013,7,7,2013-07-07,2013-07-07,08:25:60,2013-07-07T08:25:60
5702,T02135202,A00007231,Credit,Credit in Cash,35240.0,78890.4,,,,2013,7,7,2013-07-07,2013-07-07,14:09:39,2013-07-07T14:09:39
5703,T02256138,A00007445,Credit,Credit in Cash,12866.0,82122.4,,,,2013,7,7,2013-07-07,2013-07-07,10:11:52,2013-07-07T10:11:52
5704,T00073660,A00000244,Debit,Remittance to Another Bank,226.0,31247.4, ,PNC Financial Services,78948193,2013,7,7,2013-07-07,2013-07-07,12:39:03,2013-07-07T12:39:03
5705,T00057726,A00000192,Debit,Cash Withdrawal,1000.0,22618.9,,,,2013,7,7,2013-07-07,2013-07-07,08:54:33,2013-07-07T08:54:33
5706,T00579380,A00001972,Credit,Collection from Another Bank,5298.0,26197.0,Old Age Pension,Bank of New York Mellon Corp.,14132887,2013,7,7,2013-07-07,2013-07-07,11:20:45,2013-07-07T11:20:45
5707,T00676812,A00002313,Credit,Collection from Another Bank,11580.0,40375.4,,Bank of America,38014137,2013,7,7,2013-07-07,2013-07-07,15:03:31,2013-07-07T15:03:31
5708,T00469970,A00001601,Debit,Remittance to Another Bank,2694.0,18016.0,Household,JPMorgan Chase,43843287,2013,7,7,2013-07-07,2013-07-07,12:55:47,2013-07-07T12:55:47
5709,T00469898,A00001601,Credit,Collection from Another Bank,4042.0,20710.0,Old Age Pension,Bank of America,45886778,2013,7,7,2013-07-07,2013-07-07,09:13:27,2013-07-07T09:13:27
5710,T01897323,A00006425,Credit,Credit in Cash,12368.0,49068.5,,,,2013,7,7,2013-07-07,2013-07-07,16:53:31,2013-07-07T16:53:31
5711,T03122931,A00010364,Credit,Credit in Cash,14493.0,39575.3,,,,2013,7,7,2013-07-07,2013-07-07,09:13:41,2013-07-07T09:13:41
5712,T00010154,A00000035,Credit,Credit in Cash,600.0,600.0,,,,2013,7,7,2013-07-07,2013-07-07,15:03:07,2013-07-07T15:03:07
5713,T00527465,A00001801,Credit,Credit in Cash,29171.0,55627.9,,,,2013,7,7,2013-07-07,2013-07-07,12:30:15,2013-07-07T12:30:15
5714,T00612720,A00002087,Debit,Cash Withdrawal,30200.0,59616.3,,,,2013,7,7,2013-07-07,2013-07-07,16:03:29,2013-07-07T16:03:29
5715,T00612719,A00002087,Debit,Cash Withdrawal,33000.0,89816.3,,,,2013,7,7,2013-07-07,2013-07-07,10:55:25,2013-07-07T10:55:25
5716,T00612404,A00002087,Credit,Credit in Cash,37598.0,122816.3,,,,2013,7,7,2013-07-07,2013-07-07,16:52:11,2013-07-07T16:52:11
5717,T00445785,A00001515,Credit,Collection from Another Bank,27343.0,27743.0,,Capital One,61475825,2013,7,7,2013-07-07,2013-07-07,14:30:16,2013-07-07T14:30:16
5718,T00446911,A00001518,Credit,Credit in Cash,17288.0,54046.7,,,,2013,7,7,2013-07-07,2013-07-07,15:11:27,2013-07-07T15:11:27
5719,T00275385,A00000943,Debit,Remittance to Another Bank,2144.0,14929.6,,JPMorgan Chase,8294791,2013,7,7,2013-07-07,2013-07-07,15:17:08,2013-07-07T15:17:08
5720,T00224602,A00000764,Debit,Cash Withdrawal,4500.0,27176.3,,,,2013,7,7,2013-07-07,2013-07-07,14:11:26,2013-07-07T14:11:26
5721,T00233111,A00000793,Debit,Remittance to Another Bank,204.0,18408.5,,PNC Financial Services,25394970,2013,7,7,2013-07-07,2013-07-07,10:35:14,2013-07-07T10:35:14
5722,T00326333,A00001115,Credit,Collection from Another Bank,3440.0,14060.0,,Bank of America,66125869,2013,7,7,2013-07-07,2013-07-07,10:05:11,2013-07-07T10:05:11
5723,T00292060,A00001000,Credit,Collection from Another Bank,31348.0,91897.5,,Capital One,87163465,2013,7,7,2013-07-07,2013-07-07,14:21:41,2013-07-07T14:21:41
5724,T01133022,A00003871,Debit,Cash Withdrawal,2800.0,22025.8,,,,2013,7,7,2013-07-07,2013-07-07,14:38:37,2013-07-07T14:38:37
5725,T00795578,A00002711,Credit,Credit in Cash,19968.0,46668.1,,,,2013,7,7,2013-07-07,2013-07-07,16:40:49,2013-07-07T16:40:49
5726,T00737265,A00002519,Credit,Collection from Another Bank,5544.0,17812.8,Old Age Pension,Wells Fargo & Co.,5454445,2013,7,7,2013-07-07,2013-07-07,16:29:12,2013-07-07T16:29:12
5727,T00840582,A00002862,Credit,Credit in Cash,24047.0,60738.9,,,,2013,7,7,2013-07-07,2013-07-07,14:18:52,2013-07-07T14:18:52
5728,T00840947,A00002862,Debit,Cash Withdrawal,19600.0,41138.9,,,,2013,7,7,2013-07-07,2013-07-07,12:18:44,2013-07-07T12:18:44
5729,T00622126,A00002122,Debit,Cash Withdrawal,11400.0,37495.6,,,,2013,7,7,2013-07-07,2013-07-07,10:54:00,2013-07-07T10:54:00
5730,T02775730,A00009188,Debit,Remittance to Another Bank,7936.0,39743.8,Household,PNC Financial Services,94166147,2013,7,7,2013-07-07,2013-07-07,08:16:00,2013-07-07T08:16:00
5731,T02775586,A00009188,Credit,Collection from Another Bank,12710.0,47745.8,,Wells Fargo & Co.,78292494,2013,7,7,2013-07-07,2013-07-07,09:45:22,2013-07-07T09:45:22
5732,T02747106,A00009093,Credit,Credit in Cash,18942.0,19742.0,,,,2013,7,7,2013-07-07,2013-07-07,16:14:39,2013-07-07T16:14:39
5733,T02775874,A00009188,Debit,Remittance to Another Bank,66.0,47679.8,Insurance Payment,PNC Financial Services,96138745,2013,7,7,2013-07-07,2013-07-07,09:54:39,2013-07-07T09:54:39
5734,T00893652,A00003047,Credit,Collection from Another Bank,3474.0,17970.0,,Morgan Stanley,47210419,2013,7,7,2013-07-07,2013-07-07,15:53:43,2013-07-07T15:53:43
5735,T01296495,A00004427,Credit,Credit in Cash,5500.0,16224.0,,,,2013,7,7,2013-07-07,2013-07-07,12:57:46,2013-07-07T12:57:46
5736,T00462818,A00001575,Credit,Collection from Another Bank,5448.0,28140.0,Old Age Pension,Goldman Sachs,85748850,2013,7,7,2013-07-07,2013-07-07,16:07:57,2013-07-07T16:07:57
5737,T00460353,A00001566,Credit,Credit in Cash,500.0,500.0,,,,2013,7,7,2013-07-07,2013-07-07,09:24:03,2013-07-07T09:24:03
5738,T00465522,A00001584,Credit,Collection from Another Bank,2975.0,6550.0,,Bank of America,76680385,2013,7,7,2013-07-07,2013-07-07,14:19:20,2013-07-07T14:19:20
5739,T00505391,A00001726,Debit,Remittance to Another Bank,2082.0,19486.2, ,PNC Financial Services,61997002,2013,7,7,2013-07-07,2013-07-07,08:51:06,2013-07-07T08:51:06
5740,T00850030,A00002895,Debit,Cash Withdrawal,20600.0,43550.9,,,,2013,7,7,2013-07-07,2013-07-07,08:53:22,2013-07-07T08:53:22
5741,T00415731,A00001412,Credit,Credit in Cash,14287.0,36260.1,,,,2013,7,7,2013-07-07,2013-07-07,13:14:06,2013-07-07T13:14:06
5742,T00420109,A00001425,Credit,Credit in Cash,6104.0,7004.0,,,,2013,7,7,2013-07-07,2013-07-07,13:49:46,2013-07-07T13:49:46
5743,T00206770,A00000702,Credit,Collection from Another Bank,4220.0,5020.0,Old Age Pension,Citigroup,40635764,2013,7,7,2013-07-07,2013-07-07,14:58:56,2013-07-07T14:58:56
5744,T00252167,A00000863,Debit,Cash Withdrawal,25400.0,79865.4,,,,2013,7,7,2013-07-07,2013-07-07,08:58:49,2013-07-07T08:58:49
5745,T00251720,A00000863,Credit,Credit in Cash,44267.0,105265.4,,,,2013,7,7,2013-07-07,2013-07-07,10:29:01,2013-07-07T10:29:01
5746,T01021357,A00003487,Debit,Cash Withdrawal,1920.0,30822.7,,,,2013,7,7,2013-07-07,2013-07-07,08:50:29,2013-07-07T08:50:29
5747,T01021468,A00003487,Debit,Cash Withdrawal,4700.0,32742.7,,,,2013,7,7,2013-07-07,2013-07-07,08:57:60,2013-07-07T08:57:60
5748,T03410670,A00011320,Credit,Credit in Cash,17279.0,45139.5,,,,2013,7,7,2013-07-07,2013-07-07,16:18:44,2013-07-07T16:18:44
5749,T00957189,A00003261,Credit,Credit in Cash,200.0,200.0,,,,2013,7,7,2013-07-07,2013-07-07,13:14:01,2013-07-07T13:14:01
5750,T01122186,A00003834,Debit,Remittance to Another Bank,3189.0,7165.6,Insurance Payment,U.S. Bancorp,51878350,2013,7,7,2013-07-07,2013-07-07,12:04:50,2013-07-07T12:04:50
5751,T00105812,A00000361,Debit,Remittance to Another Bank,1941.0,74928.1,Household,State Street Corp.,95369791,2013,7,7,2013-07-07,2013-07-07,16:07:38,2013-07-07T16:07:38
5752,T00083237,A00000279,Credit,Collection from Another Bank,3007.0,9421.0,,State Street Corp.,59425073,2013,7,7,2013-07-07,2013-07-07,14:15:18,2013-07-07T14:15:18
5753,T00088592,A00000299,Credit,Credit in Cash,47369.0,74381.4,,,,2013,7,7,2013-07-07,2013-07-07,12:40:11,2013-07-07T12:40:11
5754,T00519758,A00001775,Credit,Collection from Another Bank,6932.0,33374.7,Old Age Pension,Charles Schwab Corp.,16577571,2013,7,7,2013-07-07,2013-07-07,15:27:04,2013-07-07T15:27:04
5755,T00655715,A00002241,Debit,Cash Withdrawal,11200.0,35755.8,,,,2013,7,8,2013-07-08,2013-07-08,13:12:51,2013-07-08T13:12:51
5756,T00695871,A00002379,Debit,Remittance to Another Bank,145.0,32383.7, ,Goldman Sachs,3021407,2013,7,8,2013-07-08,2013-07-08,13:38:47,2013-07-08T13:38:47
5757,T02350084,A00007753,Debit,Cash Withdrawal,7400.0,30831.6,,,,2013,7,8,2013-07-08,2013-07-08,08:38:59,2013-07-08T08:38:59
5758,T00963585,A00003284,Credit,Credit in Cash,7309.0,27714.9,,,,2013,7,8,2013-07-08,2013-07-08,16:46:14,2013-07-08T16:46:14
5759,T00894507,A00003050,Credit,Collection from Another Bank,41445.0,92648.0,,Wells Fargo & Co.,69871258,2013,7,8,2013-07-08,2013-07-08,10:16:24,2013-07-08T10:16:24
5760,T00554457,A00001887,Debit,Cash Withdrawal,300.0,27345.8,,,,2013,7,8,2013-07-08,2013-07-08,14:18:18,2013-07-08T14:18:18
5761,T00299201,A00001019,Debit,Remittance to Another Bank,629.0,43612.2,Insurance Payment,Capital One,88047855,2013,7,8,2013-07-08,2013-07-08,16:41:40,2013-07-08T16:41:40
5762,T00337956,A00001147,Credit,Credit in Cash,22669.0,67280.2,,,,2013,7,8,2013-07-08,2013-07-08,16:59:06,2013-07-08T16:59:06
5763,T00242561,A00000830,Debit,Cash Withdrawal,16700.0,41703.4,,,,2013,7,8,2013-07-08,2013-07-08,16:17:21,2013-07-08T16:17:21
5764,T00242373,A00000830,Credit,Credit in Cash,16623.0,58403.4,,,,2013,7,8,2013-07-08,2013-07-08,12:19:22,2013-07-08T12:19:22
5765,T01005980,A00003435,Credit,Collection from Another Bank,4635.0,4835.0,Old Age Pension,Capital One,24069589,2013,7,8,2013-07-08,2013-07-08,12:53:52,2013-07-08T12:53:52
5766,T03211327,A00010656,Credit,Credit in Cash,18660.0,59171.9,,,,2013,7,8,2013-07-08,2013-07-08,11:09:40,2013-07-08T11:09:40
5767,T00144569,A00000485,Credit,Credit in Cash,23210.0,62775.5,,,,2013,7,8,2013-07-08,2013-07-08,15:43:11,2013-07-08T15:43:11
5768,T00144708,A00000485,Debit,Remittance to Another Bank,7421.0,55354.5,Household,Citigroup,89687889,2013,7,8,2013-07-08,2013-07-08,12:53:53,2013-07-08T12:53:53
5769,T00183012,A00000623,Credit,Collection from Another Bank,3108.0,12632.0,,Charles Schwab Corp.,12306362,2013,7,8,2013-07-08,2013-07-08,12:39:59,2013-07-08T12:39:59
5770,T00340708,A00001157,Credit,Credit in Cash,5588.0,36242.9,,,,2013,7,8,2013-07-08,2013-07-08,14:22:00,2013-07-08T14:22:00
5771,T00776278,A00002647,Credit,Credit in Cash,1400.0,24961.3,,,,2013,7,8,2013-07-08,2013-07-08,08:41:01,2013-07-08T08:41:01
5772,T00538179,A00001830,Debit,Cash Withdrawal,6300.0,34814.5,,,,2013,7,8,2013-07-08,2013-07-08,14:36:59,2013-07-08T14:36:59
5773,T00393594,A00001338,Debit,Remittance to Another Bank,4545.0,22310.2,Household,Bank of America,87075221,2013,7,8,2013-07-08,2013-07-08,12:07:12,2013-07-08T12:07:12
5774,T00392281,A00001334,Credit,Credit in Cash,5627.0,20604.3,,,,2013,7,8,2013-07-08,2013-07-08,16:15:24,2013-07-08T16:15:24
5775,T00352948,A00001200,Credit,Credit in Cash,23381.0,66517.2,,,,2013,7,8,2013-07-08,2013-07-08,15:10:14,2013-07-08T15:10:14
5776,T01239181,A00004240,Debit,Cash Withdrawal,29200.0,51969.6,,,,2013,7,8,2013-07-08,2013-07-08,16:56:00,2013-07-08T16:56:00
5777,T01238924,A00004240,Credit,Collection from Another Bank,27666.0,81169.6,,Citigroup,17497700,2013,7,8,2013-07-08,2013-07-08,16:43:14,2013-07-08T16:43:14
5778,T01151698,A00003939,Credit,Credit in Cash,600.0,600.0,,,,2013,7,8,2013-07-08,2013-07-08,11:49:54,2013-07-08T11:49:54
5779,T00145897,A00000489,Credit,Credit in Cash,16358.0,40745.7,,,,2013,7,8,2013-07-08,2013-07-08,10:58:36,2013-07-08T10:58:36
5780,T00152264,A00000510,Credit,Credit in Cash,28093.0,56456.3,,,,2013,7,8,2013-07-08,2013-07-08,11:05:07,2013-07-08T11:05:07
5781,T00123336,A00000415,Credit,Credit in Cash,13110.0,51248.8,,,,2013,7,8,2013-07-08,2013-07-08,09:39:09,2013-07-08T09:39:09
5782,T00577128,A00001965,Debit,Cash Withdrawal,5000.0,26875.2,,,,2013,7,8,2013-07-08,2013-07-08,12:18:23,2013-07-08T12:18:23
5783,T00745101,A00002543,Debit,Remittance to Another Bank,2145.0,28672.9,Household,Wells Fargo & Co.,60684478,2013,7,8,2013-07-08,2013-07-08,13:27:23,2013-07-08T13:27:23
5784,T01262492,A00004318,Credit,Collection from Another Bank,46096.0,99453.3,,Charles Schwab Corp.,20710844,2013,7,8,2013-07-08,2013-07-08,09:44:02,2013-07-08T09:44:02
5785,T01657652,A00005622,Debit,Cash Withdrawal,37500.0,64704.2,,,,2013,7,8,2013-07-08,2013-07-08,09:20:39,2013-07-08T09:20:39
5786,T00356515,A00001207,Debit,Cash Withdrawal,2400.0,27024.6,,,,2013,7,8,2013-07-08,2013-07-08,12:24:53,2013-07-08T12:24:53
5787,T00434659,A00001477,Credit,Collection from Another Bank,3151.0,17555.6,,Morgan Stanley,92373114,2013,7,8,2013-07-08,2013-07-08,16:50:29,2013-07-08T16:50:29
5788,T00749693,A00002555,Debit,Cash Withdrawal,21700.0,47484.6,,,,2013,7,8,2013-07-08,2013-07-08,12:15:47,2013-07-08T12:15:47
5789,T01125312,A00003844,Credit,Collection from Another Bank,3390.0,6980.0,,U.S. Bancorp,8121747,2013,7,8,2013-07-08,2013-07-08,14:06:42,2013-07-08T14:06:42
5790,T02501883,A00008260,Credit,Collection from Another Bank,37435.0,97632.1,,U.S. Bancorp,92527162,2013,7,8,2013-07-08,2013-07-08,11:36:34,2013-07-08T11:36:34
5791,T00295001,A00001006,Credit,Credit in Cash,100.0,28512.5,,,,2013,7,8,2013-07-08,2013-07-08,09:12:21,2013-07-08T09:12:21
5792,T00294487,A00001006,Credit,Collection from Another Bank,3737.0,28412.5,,Charles Schwab Corp.,6088287,2013,7,8,2013-07-08,2013-07-08,13:10:15,2013-07-08T13:10:15
5793,T00294703,A00001006,Debit,Remittance to Another Bank,60.0,28452.5,Insurance Payment,Citigroup,76910799,2013,7,8,2013-07-08,2013-07-08,08:48:01,2013-07-08T08:48:01
5794,T00681976,A00002327,Credit,Credit in Cash,5200.0,21514.0,,,,2013,7,8,2013-07-08,2013-07-08,10:19:55,2013-07-08T10:19:55
5795,T00684345,A00002336,Credit,Credit in Cash,1100.0,1100.0,,,,2013,7,8,2013-07-08,2013-07-08,15:36:49,2013-07-08T15:36:49
5796,T00261809,A00000897,Credit,Credit in Cash,16538.0,69442.6,,,,2013,7,8,2013-07-08,2013-07-08,08:07:04,2013-07-08T08:07:04
5797,T00689906,A00002357,Debit,Remittance to Another Bank,3869.0,9783.1,Household,Morgan Stanley,58773815,2013,7,8,2013-07-08,2013-07-08,13:21:28,2013-07-08T13:21:28
5798,T00725830,A00002484,Debit,Remittance to Another Bank,2343.0,33560.3,Household,PNC Financial Services,3728384,2013,7,8,2013-07-08,2013-07-08,14:41:44,2013-07-08T14:41:44
5799,T00727567,A00002488,Credit,Collection from Another Bank,3046.0,12623.7,,JPMorgan Chase,94842952,2013,7,8,2013-07-08,2013-07-08,12:13:51,2013-07-08T12:13:51
5800,T00594165,A00002023,Debit,Remittance to Another Bank,4208.0,32210.5, ,State Street Corp.,90052854,2013,7,8,2013-07-08,2013-07-08,13:13:60,2013-07-08T13:13:60
5801,T01602666,A00005442,Debit,Remittance to Another Bank,8110.0,35444.1,Household,Citigroup,14627766,2013,7,8,2013-07-08,2013-07-08,08:36:16,2013-07-08T08:36:16
5802,T01599007,A00005428,Debit,Cash Withdrawal,8834.0,17839.8,,,,2013,7,8,2013-07-08,2013-07-08,11:08:36,2013-07-08T11:08:36
